class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,predicted_class
0,-0.08328671,-0.19281834,0.017180255,0.06818706,-0.08302348,-0.044018455,-0.026563719,-0.0072588976,-0.13073595,0.039465353,0.058945697,-0.020523151,-0.004255272,0.08756144,0.02169418,0.008927222,-0.0778021,0.05951955,0.02855742,0.08687541,-0.042350724,0.007514967,-0.018655133,-0.00151166,-0.044974986,0.0011091748,-0.00033729794,-0.061012685,0.0548973,-0.03769089,-0.024524111,-0.013973471,0.015296763,-0.02058654,0.01764485,-0.012244613,-0.04464789,0.016450759,-0.04534983,-0.053746726,0.06680998,0.016723348,0.01894791,0.00573384,-0.07704953,-0.049270697,-0.10717356,0.030729229,0.16720028,-0.0154562285,1
0,-0.06841501,-0.14313777,0.013263116,0.051090207,-0.060907878,-0.025721498,-0.028710887,-0.011366909,-0.09899505,0.036606297,0.050690234,-0.014471003,-0.0021571347,0.059371673,0.00909385,0.013517703,-0.06940432,0.047138724,0.030252231,0.05350627,-0.032529816,0.008635837,-0.013831028,0.0040150066,-0.035833623,0.0052029113,-0.0017340239,-0.04746512,0.03293787,-0.0325241,-0.02296836,-0.006501222,0.0066746697,-0.0040273475,0.0041037286,-0.019493073,-0.03758717,0.011085936,-0.032473005,-0.050023954,0.05774767,0.0038183741,0.014352289,0.0031835577,-0.0609119,-0.035348993,-0.0754591,0.022482453,0.11884191,-0.0054037976,1
0,-0.05349886,-0.14290942,0.0053689443,0.056747615,-0.06606943,-0.029370166,-0.030801997,-0.0055001667,-0.09222286,0.031602997,0.057074197,0.006312691,-0.013190461,0.07267289,0.020822152,0.010879761,-0.063109376,0.05826685,0.021986153,0.055303384,-0.040255923,0.008616426,-0.014927677,0.01088066,-0.04231261,0.013124927,-0.013991521,-0.05750643,0.035461236,-0.018323421,-0.02816978,-0.013998336,0.026691237,-0.0049746875,0.009255686,-0.0020350337,-0.05017766,-0.0038612965,-0.04058812,-0.03675117,0.060248174,0.0044614426,0.021812579,0.005561603,-0.049343195,-0.048743665,-0.059848353,0.016086102,0.11652051,-0.029881895,1
0,-0.0511927,-0.118887864,0.004712074,0.04735441,-0.061058152,-0.026134893,-0.023830399,-0.014481281,-0.070034444,0.02808389,0.053549502,-0.014504648,-0.0023274855,0.051822126,0.0042782975,0.010818559,-0.06771667,0.052767087,0.026019726,0.044318214,-0.03443751,0.012997681,-0.009182001,0.018969918,-0.03631469,-0.0129164765,0.012004873,-0.04668205,0.038409635,-0.024090856,-0.017377121,-0.0036655448,0.012603937,-0.009227344,0.01029097,-0.019902075,-0.027707111,0.0008467526,-0.04054359,-0.024716577,0.054974496,0.0010955512,0.028305233,0.006641728,-0.04521128,-0.05672026,-0.08401606,0.008912565,0.1142004,-0.010300124,1
0,-0.06632104,-0.15791816,0.003540331,0.056587193,-0.07336294,-0.035541393,-0.030332504,-0.013671548,-0.10797033,0.029337142,0.061757665,-0.010751626,0.0009918301,0.06366296,0.014930725,0.005330528,-0.066098094,0.057291746,0.029170858,0.06306449,-0.034718063,0.0042070923,-0.023591371,0.009633506,-0.04035195,0.0038280468,-0.0023131312,-0.05962368,0.046654355,-0.028300162,-0.021605885,-0.0045292303,0.012398733,-0.010299348,0.014515713,-0.013744177,-0.04888135,0.01451068,-0.042724796,-0.05104432,0.057026733,0.008976904,0.015811149,-0.004566367,-0.05792846,-0.044376966,-0.08706908,0.026832338,0.13495663,-0.0194812,1
0,-0.033767227,-0.075314514,0.00918243,0.02454658,-0.039477684,-0.018195199,-0.008662691,-0.016347088,-0.047067694,0.002714246,0.035411328,0.0014762674,0.007558645,0.02663411,-0.00019284744,0.009469128,-0.031003498,0.025125345,0.021759138,0.029997053,-0.010299042,0.012610002,-0.0077806837,0.0148663595,-0.026309907,-0.013131624,0.0013122506,-0.041012805,0.028080985,-0.018915594,-0.0074437303,0.0028242744,0.0033941246,-0.0017086484,0.004871856,-0.019047692,-0.014348173,0.015412894,-0.032899674,-0.028734218,0.028613152,0.0070495126,0.0020224971,-0.005945363,-0.03543694,-0.019861978,-0.03465235,0.024828112,0.06118249,-0.01287128,1
0,-0.038913798,-0.09103195,0.0030487098,0.04408218,-0.049841855,-0.023771655,-0.0054135188,-0.009035676,-0.057301488,0.008006758,0.031706553,-0.022498824,-0.009036663,0.041467875,0.01441178,0.012370596,-0.024532653,0.026222864,0.013910297,0.041820817,-0.010340705,0.0012277093,-0.012601743,0.0033036205,-0.032984603,-0.001641553,0.004853356,-0.040705126,0.023518028,-0.012045339,-0.0101635605,-0.0100999,0.00974141,0.0033890645,0.009079291,-0.004267016,-0.022545347,0.0063483315,-0.02541895,-0.026484797,0.03323189,0.0010366692,0.006456913,0.00213379,-0.03516147,-0.03505157,-0.04360036,0.025617022,0.07163271,-0.0062606526,1
0,-0.067090295,-0.16972008,0.0068362537,0.05440788,-0.0655704,-0.037486967,-0.025847211,-0.007583149,-0.118309356,0.04239232,0.057108343,-0.016477525,-0.0091302395,0.07703764,0.01076897,0.0057923025,-0.07117529,0.048044663,0.024941804,0.07122031,-0.035254817,0.014866468,-0.019281188,0.004720589,-0.035653275,-0.0007342665,0.0037878186,-0.05650803,0.04815469,-0.036209997,-0.019487947,-0.01516535,0.013245892,-0.026654888,0.006956213,-0.012648373,-0.041694462,0.013912221,-0.036944833,-0.048219692,0.0648789,0.012318009,0.01816725,0.0049763285,-0.062244892,-0.038452886,-0.094014674,0.017455555,0.15203771,-0.023234505,1
0,-0.055930417,-0.13165799,0.006183361,0.06637671,-0.06867009,-0.029989693,-0.025195643,-0.017930584,-0.095324524,0.01813966,0.06414408,-0.011567979,-0.0013872724,0.061898876,0.01566891,0.0044758893,-0.06741344,0.056293044,0.02579913,0.048045233,-0.0377443,0.0037462062,-0.019704852,0.007629736,-0.047535848,0.0030389514,-0.0042274375,-0.06303519,0.032042075,-0.017789617,-0.02635615,-0.013176971,0.015395159,-0.007037448,0.013890232,-0.0067428746,-0.049274623,0.016773801,-0.0452402,-0.03308915,0.063433334,0.0033557934,0.017776094,0.0036638414,-0.04681217,-0.052627005,-0.07003395,0.022912363,0.124710515,-0.019762537,1
0,-0.042330064,-0.1043295,0.014279568,0.034916308,-0.03890701,-0.016182132,-0.016750863,-0.00799597,-0.06416529,0.019652665,0.040672958,-0.0067279097,-0.002755054,0.03201156,0.0057404498,0.010873765,-0.039826725,0.032586973,0.017217353,0.030804068,-0.02283106,0.006930187,-0.009235939,0.02300318,-0.030761506,-0.009495142,0.0039210105,-0.03804364,0.029313512,-0.016886806,0.0007896224,-0.0036809526,0.006991844,-0.014633138,0.0072293477,-0.0050445357,-0.03119701,0.016307015,-0.03312895,-0.03223624,0.031784873,0.00261781,-0.0022450674,-0.004067637,-0.03668673,-0.030381871,-0.044643715,0.02022515,0.087061934,0.00035849924,1
0,-0.060817312,-0.123598516,0.016338143,0.054561038,-0.054412425,-0.027859814,-0.019710451,-0.013386966,-0.083711974,0.01999424,0.05069752,-0.0114246365,0.0088328505,0.052990854,0.007096702,0.008766459,-0.056631636,0.045895386,0.0139084,0.049043145,-0.026337733,0.008057278,-0.014514493,0.016364105,-0.03924861,-0.004842465,0.009974747,-0.049425878,0.037390847,-0.02702257,-0.027469119,-0.0025818425,-9.87947e-05,-0.0006555337,0.013331021,-0.009703251,-0.034289487,0.009495243,-0.04355746,-0.049650732,0.046212174,0.005658688,-0.0047573987,-0.0024483684,-0.053405598,-0.034974914,-0.070205085,0.024086198,0.11309761,-0.0049195,1
0,-0.061002508,-0.16080102,0.008863464,0.058285438,-0.06592896,-0.038101863,-0.03173168,-0.020407906,-0.10345032,0.029525602,0.06300578,-0.00068733434,-0.011138787,0.06411852,0.020704988,0.0021723346,-0.06519069,0.06369344,0.019320633,0.061358273,-0.042917702,-0.00036511503,-0.026336525,0.007653246,-0.037242793,0.0028409946,-0.0048376117,-0.062094748,0.03789,-0.021579845,-0.02628972,-0.021633858,0.01918487,-0.0143031515,0.027931428,-0.004907388,-0.040406816,0.004056173,-0.042499173,-0.046533804,0.0582544,0.0002949545,0.021078514,-0.008072746,-0.04874578,-0.048825517,-0.0744988,0.03314179,0.13563368,-0.019283153,1
0,0.006517884,-0.08168273,-0.056217574,0.03152138,-0.0490277,-0.015397083,-0.046402294,-0.026338285,-0.039136574,-0.0011722421,0.07310888,0.046392936,-0.03293919,0.02453713,0.05127939,0.011827825,-0.08366651,0.07278373,0.024175176,-0.002846604,-0.05798804,-0.041066956,-0.03250443,0.03306351,-0.07682007,0.036938667,-0.034507897,-0.048844744,-0.017769568,0.015841851,-0.03149781,-0.00050771417,0.050065763,0.02763923,-0.0045264787,0.018438904,-0.062338684,-0.03529168,-0.048312835,0.012998371,0.07597879,-0.041613404,0.056185637,-0.013558764,0.015209848,-0.04655749,-0.0063775703,-0.018483365,0.043928817,-0.06189605,1
0,-0.041282102,-0.07489773,-0.00066953286,0.03432236,-0.049368884,-0.022768572,-0.0083051715,-0.016316492,-0.045065835,0.0109046735,0.038377654,-0.0026582927,-0.007661331,0.041935567,0.007979098,0.006580367,-0.049019016,0.028307378,0.025054542,0.037919022,-0.018763732,-0.0010711517,-0.016740471,0.01460952,-0.025098393,0.005403635,-0.0054397415,-0.04053977,0.020786338,-0.011841997,-0.01625895,-0.0065625305,-0.0010838043,0.0053093173,0.00025526254,-0.00937179,-0.029976217,0.0048610703,-0.038452417,-0.020277014,0.045929387,0.0030495322,0.018386045,-0.0026150013,-0.030760331,-0.015640412,-0.054456938,0.014260529,0.07374532,-0.01085016,1
0,-0.0662673,-0.14451006,0.013568797,0.04747674,-0.066161044,-0.027251292,-0.026062448,-0.0062939874,-0.10327928,0.028334819,0.047727022,-0.021501157,-0.005610065,0.057763785,0.011352844,0.014546026,-0.06477736,0.053507116,0.021043656,0.06510275,-0.04248462,0.01208833,-0.010482607,0.009093573,-0.034195703,-0.0021894383,0.00013287993,-0.05148637,0.033016495,-0.020448793,-0.02337165,-0.014756194,0.005205934,-0.007288538,0.01662824,-0.015225716,-0.033968408,0.018210879,-0.039950285,-0.055742092,0.0479999,0.012324732,0.0042548245,0.005133999,-0.063853934,-0.031004151,-0.06773703,0.028331947,0.1273312,-0.004486042,2
0,0.002403467,-0.019195072,-0.013741145,0.016679784,-0.008306906,0.006506969,-0.0035795898,-0.0012444573,-0.0049942373,-0.0070829615,0.019874122,0.0034039512,-0.008190598,0.012150356,0.003463648,-0.00040223112,-0.0149611365,0.015805265,0.007143306,-0.00017472537,-0.0008386383,0.0042787376,-0.002221368,0.027201435,0.002676269,-0.00872741,0.00498972,-0.01761601,0.0044103134,0.005145697,0.0050346553,-0.004314382,0.020629477,0.017230822,-0.0008544929,-0.01076652,-0.010834712,-0.007666606,-0.010308954,0.00020447433,0.013303191,0.0015524753,0.002486943,-0.0005381735,-0.0050662244,-0.005970022,-0.026826426,0.01066725,0.005203454,-0.014836083,1
0,-0.025025882,-0.09550162,-0.0018778376,0.04151657,-0.04315564,-0.025969464,-0.01344538,-0.0051461654,-0.0587758,0.021060389,0.044377927,0.0062171128,-0.012845004,0.03288968,0.024806725,0.0052671097,-0.054157265,0.039617773,0.019064268,0.02999538,-0.01947476,-0.0020221102,-0.0037312165,-0.0009970072,-0.03255411,0.008174935,-0.0030850107,-0.042209353,0.020807344,-0.0070306705,-0.015881628,-0.0008838759,0.027085977,-0.0010015994,0.008526527,-0.005257707,-0.031336926,0.0027993207,-0.04217833,-0.018138498,0.04594204,0.00014952547,0.018451877,0.0001707741,-0.022031933,-0.046151426,-0.04711961,0.010674445,0.087833844,-0.020817697,1
0,-0.017263962,-0.015769828,0.0033239685,-0.004507584,-0.009674522,0.010827083,-0.012030122,-0.008382708,-0.015168719,0.0048276004,0.017643085,-0.0014606762,0.0016171284,0.0029274332,-0.009085591,0.007530578,-0.010292747,0.009174579,0.0013838668,0.008857375,0.0038105086,0.010006822,-0.001165052,0.034056094,-0.006068279,-0.009823861,0.013595989,-0.01093779,0.0047543566,-0.011688065,0.0022525708,-0.0024297358,-0.0030235522,0.0056422264,-0.009772385,-0.014127299,-0.011853389,0.0057193404,-0.009416013,-0.010425775,0.011563676,0.004250905,0.0023558072,0.0066070873,-0.0064167893,-0.005186027,-0.01405316,0.0013341988,0.02356902,-0.017775446,2
0,-0.053747848,-0.13487484,-0.0044756834,0.058779456,-0.066036135,-0.042639617,-0.04420179,-0.022485794,-0.08177348,0.02131052,0.06193508,-0.0030083924,-0.024259012,0.03104682,0.018160699,-0.0034391664,-0.05041874,0.06504028,0.0148203,0.033116497,-0.044242036,-0.0063705393,-0.030624617,0.023230143,-0.050078284,0.014764602,-0.015156938,-0.058605164,0.022338947,-0.007010214,-0.032626875,-0.024370844,0.02558549,-0.0010109862,0.02837022,0.005322063,-0.049520418,-0.001508526,-0.04438481,-0.031505864,0.06322936,-0.0014424127,0.020415913,-0.021280471,-0.034046378,-0.051667165,-0.04666446,0.026282994,0.09385612,-0.022988351,1
0,-0.026300568,-0.1184051,-0.019321237,0.03883158,-0.0680921,-0.020607632,-0.03527305,-0.018224284,-0.07842963,0.032930344,0.065242484,0.012211851,-0.0091923345,0.042993344,0.023543231,0.021344716,-0.06262283,0.056777164,0.04969199,0.029420756,-0.018460054,0.010271799,-0.013451575,0.014400938,-0.04005118,0.0009631596,0.0056303274,-0.047642797,0.03378492,-0.022450605,-0.022850214,0.012734284,0.041164648,-0.007532229,0.008564438,-0.016068667,-0.058363162,-0.00024373586,-0.038611654,-0.0003726245,0.067847244,0.0022864165,0.034959614,0.01621996,-0.025594309,-0.06215347,-0.07414327,-0.008980957,0.12432957,-0.042924143,1
0,-0.035570007,-0.112191945,0.0018209567,0.028369619,-0.049226124,-0.0131449625,-0.017967265,-0.0030518766,-0.059121165,0.016449563,0.03606394,-0.011729379,0.005989782,0.047926724,0.010127675,0.012349056,-0.04037778,0.022218842,0.025709653,0.04162252,-0.016315453,0.01624864,-0.013048395,0.006131657,-0.025217388,-0.008346911,0.0062403996,-0.022324154,0.019783808,-0.0076918746,-0.017318085,0.0014172927,0.011830396,-0.015266974,-0.010014294,-0.010148994,-0.029810634,0.011393484,-0.013165048,-0.026846707,0.0377849,0.017416377,0.011924829,0.019928442,-0.042471834,-0.022689536,-0.049214914,0.010614555,0.08143555,-0.025086924,1
0,-0.06042023,-0.15847722,-0.003136382,0.053124905,-0.074961685,-0.02528111,-0.039174687,-0.020624902,-0.10601288,0.029527882,0.08112659,0.005791324,-0.016396975,0.06424175,0.03031683,0.016507018,-0.0877262,0.0612064,0.026716862,0.054415025,-0.04587227,-0.0034572491,-0.022069601,0.022909606,-0.055625614,0.015971472,-0.005306177,-0.06247105,0.035539325,-0.026925027,-0.02724281,-0.010305568,0.023858158,-0.008239592,0.007153292,-0.003907091,-0.057482123,0.0050178613,-0.048081566,-0.038163077,0.07794275,-0.005097417,0.032340735,0.0070525724,-0.04717385,-0.05258279,-0.075201035,0.008813902,0.1447679,-0.03322875,1
