anger_label,fear_label,class
0.6018630887702845,0.4270125915954779,2
0.4543025762720227,0.4398746463942889,1
0.6626084722193049,0.4329150230629311,1
0.3882813445839651,0.3295731645630236,1
0.5005097335493928,0.4271327458774449,1
0.6868005271636246,0.5613101814710052,1
0.7345243696357509,0.5643297193480568,1
0.598089108211219,0.5906529391253692,1
0.5840891932382138,0.4549906592940586,1
0.4254771663806118,0.420974306605407,1
0.5872874577110455,0.4793597225260305,1
0.5330230520145586,0.4357636810318308,1
0.4834496761270488,0.4458434984778733,1
0.4592274967676479,0.6547391243346982,1
0.6583457316285645,0.533227721415542,1
0.5668103816803652,0.4154703924647406,1
0.5541650493747107,0.4860777979590429,1
0.5431767759530614,0.3314425108722491,1
0.5437398581137827,0.5869092219732853,1
0.6399436100638368,0.6945763308234101,1
0.7087863549351474,0.5679417219117876,1
0.562748015489939,0.5439940027388432,1
0.4367533680190565,0.4203591932929345,1
0.7731157721492696,0.4791885471583539,1
0.5192530184436017,0.4504134295872151,1
0.3564999124146316,0.5597380923290673,1
0.4248726943868024,0.5379619973793555,1
0.5492621645088938,0.5480407633489413,1
0.7270447356533173,0.5052114433058709,1
0.5830103366955104,0.4950750559969405,1
0.745256589376249,0.4586498451779098,1
0.6740523402989063,0.5819420792800785,1
0.6240952698987232,0.3344148143519224,1
0.5028362281465261,0.3945577119436173,1
0.7335830331356179,0.4503060304554072,1
0.4754983551902459,0.4711581295351104,1
0.647696972480975,0.532569002396879,1
0.4051168021471591,0.296226613145318,1
0.578169898596207,0.6914298368540657,1
0.3194594825107727,0.3429727907336636,1
0.4762514635776828,0.4270279576267103,2
0.3645340956289871,0.4507923966955109,1
0.5379327574921374,0.5691800270382046,1
0.4059324555097466,0.4794925586838309,1
0.505508580268371,0.5104237877633091,1
0.5202987654615364,0.4709961416631538,1
0.509811818763014,0.4876043669145956,1
0.5038297968432077,0.3131902724718917,1
0.624990710355043,0.4439504137056749,1
0.5348839837446275,0.2911248390721024,1
0.6071917286844029,0.3223126692076549,1
0.5925915704511221,0.4505523875594822,1
0.5837579146383727,0.4297580322340404,1
0.5390560903460255,0.3180510150953817,1
0.4895197587805006,0.4726323519928885,1
0.496749927735908,0.3008158263259032,1
0.6357275335170258,0.3379009079792238,1
0.4416437056719824,0.4386611688150354,1
0.4198577586267074,0.503322020860258,1
0.6677141866419747,0.5268609167604698,1
0.7012831030875937,0.4114516878976883,1
0.6130082347219715,0.5852988579748506,1
0.5452590041277539,0.5920859945244912,1
0.4627533332852284,0.4306928157154761,2
0.5373966596553189,0.3704201732654493,1
0.5327855663134405,0.4828265473545804,1
0.4129936952316464,0.424494269122022,2
0.4363383401206236,0.4060454555781468,2
0.6726474573861025,0.5590545570737253,1
0.8185679784164441,0.421228421143518,1
0.3795756376135715,0.4343139669087632,2
0.5594017288361777,0.4159896908547652,1
0.5251617418718965,0.4920951319888844,1
0.4722646271482571,0.5817735828829773,1
0.7359187131926469,0.4276642737930474,1
0.3598083212711039,0.3173641038435271,2
0.5132716101775837,0.477143681217377,1
0.4877432986346924,0.4473761254491556,1
0.5511549996178836,0.2211472399146222,1
0.6590070982112474,0.3785822780874237,1
0.5888273643456493,0.470533847759974,1
0.6851656219956013,0.4752221543208314,1
0.5550774823168004,0.485626973929722,1
0.455035815376968,0.4515470298219941,1
0.6431292387340523,0.4596780491738986,1
0.4572931432048102,0.4106579139560741,0
0.48036755605393,0.3937865878757567,1
0.5394601680204425,0.5243845990211562,1
0.5402386922991244,0.4662563994826392,1
0.5706004286052679,0.3534541135762179,0
0.361021018544436,0.202568236182405,1
0.6201560079009797,0.621101058911838,1
0.4273854119291119,0.2579631696385315,1
0.5647542778759314,0.4662559645194357,1
0.5279669201332483,0.4158102520890316,1
0.497391466123074,0.4463467032644757,1
0.8148302823767685,0.4691897079074082,1
0.3777050745408985,0.3385841890936976,1
0.4015851697202757,0.4584049324236227,1
0.4873696598236291,0.2556161008823755,1
